UE_id ,UE_ip_current ,Recv time[s] ,Sequence num,Parket size[byte],Sent time[s],Delay[ms]
8,172.16.2.4,14.8807,0,1024,14.8663,14
8,172.16.2.4,18.8703,1,1024,18.8663,4
8,172.16.2.4,22.8791,2,1024,22.8663,13
8,172.16.2.4,26.8731,3,1024,26.8663,7
8,172.16.2.4,30.8681,4,1024,30.8663,2
8,172.16.2.4,30.9084,5,1024,30.9063,2
8,172.16.2.4,30.9471,6,1024,30.9463,1
8,172.16.2.4,30.9872,7,1024,30.9863,1
8,172.16.2.4,31.0271,8,1024,31.0263,1
8,172.16.2.4,31.0671,9,1024,31.0663,1
8,172.16.2.4,31.1071,10,1024,31.1063,1
8,172.16.2.4,31.1471,11,1024,31.1463,1
8,172.16.2.4,31.1876,12,1024,31.1863,1
8,172.16.2.4,31.2271,13,1024,31.2263,1
8,172.16.2.4,31.2671,14,1024,31.2663,1
8,172.16.2.4,31.307,15,1024,31.3063,1
8,172.16.2.4,31.3483,16,1024,31.3463,2
8,172.16.2.4,31.3872,17,1024,31.3863,1
8,172.16.2.4,31.4271,18,1024,31.4263,1
8,172.16.2.4,31.4671,19,1024,31.4663,1
8,172.16.2.4,31.507,20,1024,31.5063,1
8,172.16.2.4,31.5471,21,1024,31.5463,1
8,172.16.2.4,31.5871,22,1024,31.5863,1
8,172.16.2.4,31.6271,23,1024,31.6263,1
8,172.16.2.4,31.667,24,1024,31.6663,1
8,172.16.2.4,31.7071,25,1024,31.7063,1
8,172.16.2.4,31.7471,26,1024,31.7463,1
8,172.16.2.4,31.7871,27,1024,31.7863,1
8,172.16.2.4,31.827,28,1024,31.8263,1
8,172.16.2.4,31.867,29,1024,31.8663,1
8,172.16.2.4,31.907,30,1024,31.9063,1
8,172.16.2.4,31.9471,31,1024,31.9463,1
8,172.16.2.4,31.9871,32,1024,31.9863,1
8,172.16.2.4,32.027,33,1024,32.0263,1
8,172.16.2.4,32.0671,34,1024,32.0663,1
8,172.16.2.4,32.1071,35,1024,32.1063,1
8,172.16.2.4,32.147,36,1024,32.1463,1
8,172.16.2.4,32.1871,37,1024,32.1863,1
8,172.16.2.4,32.2271,38,1024,32.2263,1
8,172.16.2.4,32.267,39,1024,32.2663,1
8,172.16.2.4,32.3071,40,1024,32.3063,1
8,172.16.2.4,32.3471,41,1024,32.3463,1
8,172.16.2.4,32.3871,42,1024,32.3863,1
8,172.16.2.4,32.4271,43,1024,32.4263,1
8,172.16.2.4,32.4671,44,1024,32.4663,1
8,172.16.2.4,32.5071,45,1024,32.5063,1
8,172.16.2.4,32.547,46,1024,32.5463,1
8,172.16.2.4,32.587,47,1024,32.5863,1
8,172.16.2.4,32.6271,48,1024,32.6263,1
8,172.16.2.4,32.6671,49,1024,32.6663,1
8,172.16.2.4,32.707,50,1024,32.7063,1
8,172.16.2.4,32.7471,51,1024,32.7463,1
8,172.16.2.4,32.7871,52,1024,32.7863,1
8,172.16.2.4,32.8271,53,1024,32.8263,1
8,172.16.2.4,32.867,54,1024,32.8663,1
8,172.16.2.4,32.9077,55,1024,32.9063,1
8,172.16.2.4,32.9472,56,1024,32.9463,1
8,172.16.2.4,32.9871,57,1024,32.9863,1
8,172.16.2.4,33.0272,58,1024,33.0263,1
8,172.16.2.4,33.0675,59,1024,33.0663,1
8,172.16.2.4,33.1071,60,1024,33.1063,1
8,172.16.2.4,33.1471,61,1024,33.1463,1
8,172.16.2.4,33.1871,62,1024,33.1863,1
8,172.16.2.4,33.2271,63,1024,33.2263,1
8,172.16.2.4,33.2671,64,1024,33.2663,1
8,172.16.2.4,33.307,65,1024,33.3063,1
8,172.16.2.4,33.3471,66,1024,33.3463,1
8,172.16.2.4,33.3871,67,1024,33.3863,1
8,172.16.2.4,33.4271,68,1024,33.4263,1
8,172.16.2.4,33.4671,69,1024,33.4663,1
8,172.16.2.4,33.5071,70,1024,33.5063,1
8,172.16.2.4,33.5471,71,1024,33.5463,1
8,172.16.2.4,33.5871,72,1024,33.5863,1
8,172.16.2.4,33.6271,73,1024,33.6263,1
8,172.16.2.4,33.6671,74,1024,33.6663,1
8,172.16.2.4,33.707,75,1024,33.7063,1
8,172.16.2.4,33.7472,76,1024,33.7463,1
8,172.16.2.4,33.7871,77,1024,33.7863,1
8,172.16.2.4,33.827,78,1024,33.8263,1
8,172.16.2.4,33.8671,79,1024,33.8663,1
8,172.16.2.4,33.9071,80,1024,33.9063,1
8,172.16.2.4,33.9471,81,1024,33.9463,1
8,172.16.2.4,33.9871,82,1024,33.9863,1
8,172.16.2.4,34.0271,83,1024,34.0263,1
8,172.16.2.4,34.0671,84,1024,34.0663,1
8,172.16.2.4,34.1071,85,1024,34.1063,1
8,172.16.2.4,34.1472,86,1024,34.1463,1
8,172.16.2.4,34.1871,87,1024,34.1863,1
8,172.16.2.4,34.2271,88,1024,34.2263,1
8,172.16.2.4,34.2671,89,1024,34.2663,1
8,172.16.2.4,34.3071,90,1024,34.3063,1
8,172.16.2.4,34.347,91,1024,34.3463,1
8,172.16.2.4,34.387,92,1024,34.3863,1
8,172.16.2.4,34.427,93,1024,34.4263,1
8,172.16.2.4,34.4671,94,1024,34.4663,1
8,172.16.2.4,34.5074,95,1024,34.5063,1
8,172.16.2.4,34.5471,96,1024,34.5463,1
8,172.16.2.4,34.5872,97,1024,34.5863,1
8,172.16.2.4,34.6272,98,1024,34.6263,1
8,172.16.2.4,34.6672,99,1024,34.6663,1
